entryType,eventId,note,accountCode,relatedEntryId,amount_cents,payoutSplitId,credit_cents,codeFlux,stripeEventId,recipientUserId,codeComptable,createdAt,stripeRef,debit_cents,currency,payerUserId,debitCredit,id,created_date,updated_date,created_by_id,created_by,is_sample
"talent_payable","69fba5bb30364d40c87ed8b2","Cachet talent — 720.00$ (853.49$ × 90.0%)","talent_payable","","72000","","72000","ANA-TALENT","","","4310","2026-05-06T20:38:04.022Z","pi_3TUCC5ChRZW5v2uy0WSVuFOT","0","CAD","69f218c618cc26dee7ae01ce","credit","69fba6acbb57c5b568ae2e38","2026-05-06T20:38:04.473000","2026-05-06T20:38:04.473000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"balance_received","69fba5bb30364d40c87ed8b2","Balance 80% — event ...7ed8b2 ""event S3 de test (budget 1 000 $, SellerTier B 10%"" — 853.49$ brut","stripe_balance","","85349","","0","ENC-BALANCE","","","5100","2026-05-06T20:38:04.022Z","pi_3TUCC5ChRZW5v2uy0WSVuFOT","85349","CAD","69f218c618cc26dee7ae01ce","debit","69fba6acb0b8d146c1468f68","2026-05-06T20:38:04.173000","2026-05-06T20:38:04.173000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fba5bb30364d40c87ed8b2","TVQ 9.975% sur commission — 2.00$","tvq_payable","","200","","200","ANA-TAXE","","","4420","2026-05-06T20:36:38.130Z","pi_3TUCB2ChRZW5v2uy0WK63cul","0","CAD","69f218c618cc26dee7ae01ce","credit","69fba657b07d1d986088d08a","2026-05-06T20:36:39.183000","2026-05-06T20:36:39.183000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fba5bb30364d40c87ed8b2","TPS 5% sur commission — 1.00$","tps_payable","","100","","100","ANA-TAXE","","","4410","2026-05-06T20:36:38.130Z","pi_3TUCB2ChRZW5v2uy0WK63cul","0","CAD","69f218c618cc26dee7ae01ce","credit","69fba657e57b9d30c55284c9","2026-05-06T20:36:39.007000","2026-05-06T20:36:39.007000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fba5bb30364d40c87ed8b2","Commission MR HT — 20.00$ (10.00%)","commission_revenue","","2000","","2000","ANA-COMMISSION","","","7110","2026-05-06T20:36:38.130Z","pi_3TUCB2ChRZW5v2uy0WK63cul","0","CAD","69f218c618cc26dee7ae01ce","credit","69fba656f0e5d3ad100ce694","2026-05-06T20:36:38.788000","2026-05-06T20:36:38.788000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fba5bb30364d40c87ed8b2","Cachet talent — 180.00$ (209.79$ × 90.0%)","talent_payable","","18000","","18000","ANA-TALENT","","","4310","2026-05-06T20:36:38.130Z","pi_3TUCB2ChRZW5v2uy0WK63cul","0","CAD","69f218c618cc26dee7ae01ce","credit","69fba656d121cb9677fffd85","2026-05-06T20:36:38.553000","2026-05-06T20:36:38.553000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fba5bb30364d40c87ed8b2","Dépôt 20% — event ...7ed8b2 ""event S3 de test (budget 1 000 $, SellerTier B 10%"" — 209.79$ brut","stripe_clearing","","20979","","0","ENC-DEPOT","","","5200","2026-05-06T20:36:38.130Z","pi_3TUCB2ChRZW5v2uy0WK63cul","20979","CAD","69f218c618cc26dee7ae01ce","debit","69fba6568ed5b3e436bbbf44","2026-05-06T20:36:38.288000","2026-05-06T20:36:38.288000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9d5a2679bf86f9a757c9","Frais Stripe dépôt — 8.06$ CAD [Cr stripe_balance]","stripe_balance","69fb9f1491b55f57637765d6","806","","806","DEC-FRAIS","","","5100","2026-05-06T20:05:40.219Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","","credit","69fb9f1468d717c3a661e8eb","2026-05-06T20:05:40.574000","2026-05-06T20:05:40.574000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9d5a2679bf86f9a757c9","Frais Stripe dépôt — 8.06$ CAD [Dr stripe_fees_expense]","stripe_fees_expense","69fb9f1468d717c3a661e8eb","806","","0","DEC-FRAIS","","","6110","2026-05-06T20:05:40.219Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","806","CAD","","debit","69fb9f1491b55f57637765d6","2026-05-06T20:05:40.401000","2026-05-06T20:14:15.025000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fb9d5a2679bf86f9a757c9","Escrow libéré — cachet talent — 209.79$ CAD [Cr stripe_balance]","stripe_balance","69fb9f13cb0ae5c9b6fe483e","20979","","20979","INT-ESCROW","","","5100","2026-05-06T20:05:39.105Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","","credit","69fb9f13574963c736c2caa0","2026-05-06T20:05:39.616000","2026-05-06T20:05:39.616000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fb9d5a2679bf86f9a757c9","Escrow libéré — cachet talent — 209.79$ CAD [Dr talent_payable]","talent_payable","69fb9f13574963c736c2caa0","20979","","0","INT-ESCROW","","","4310","2026-05-06T20:05:39.105Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","20979","CAD","","debit","69fb9f13cb0ae5c9b6fe483e","2026-05-06T20:05:39.329000","2026-05-06T20:05:39.878000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fb9d5a2679bf86f9a757c9","Dépôt capturé — event 69fb9d5a2679bf86f9a757c9 — 209.79$ CAD [Cr stripe_clearing]","stripe_clearing","69fb9f124b1e4109f7af1987","20979","","20979","INT-CAPTURE","","","5200","2026-05-06T20:05:38.205Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","","credit","69fb9f120e7f114f5913246e","2026-05-06T20:05:38.643000","2026-05-06T20:05:38.643000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fb9d5a2679bf86f9a757c9","Dépôt capturé — event 69fb9d5a2679bf86f9a757c9 — 209.79$ CAD [Dr stripe_balance]","stripe_balance","69fb9f120e7f114f5913246e","20979","","0","INT-CAPTURE","","","5100","2026-05-06T20:05:38.205Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","20979","CAD","","debit","69fb9f124b1e4109f7af1987","2026-05-06T20:05:38.416000","2026-05-06T20:05:38.883000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9d5a2679bf86f9a757c9","Frais Stripe prélevés par Stripe — 31.88$","stripe_balance","69fb9e1ca31824cd10e1a1db","3188","","3188","DEC-FRAIS","","","5100","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9e1d989d6fb7e64736cc","2026-05-06T20:01:33.061000","2026-05-06T20:01:33.559000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9d5a2679bf86f9a757c9","Frais Stripe — 31.88$","stripe_fees_expense","69fb9e1d989d6fb7e64736cc","3188","","0","DEC-FRAIS","","","6110","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","3188","CAD","69f2706d181676bbd6e82a5e","debit","69fb9e1ca31824cd10e1a1db","2026-05-06T20:01:32.828000","2026-05-06T20:01:33.324000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9d5a2679bf86f9a757c9","TVQ 9.975% sur commission — 7.98$","tvq_payable","","798","","798","ANA-TAXE","","","4420","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9e1c36e4e746d3967a5b","2026-05-06T20:01:32.560000","2026-05-06T20:01:32.560000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9d5a2679bf86f9a757c9","TPS 5% sur commission — 4.00$","tps_payable","","400","","400","ANA-TAXE","","","4410","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9e1ce5b85722e8a6d1cb","2026-05-06T20:01:32.316000","2026-05-06T20:01:32.316000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fb9d5a2679bf86f9a757c9","Commission MR HT — 80.00$ (10.00%)","commission_revenue","","8000","","8000","ANA-COMMISSION","","","7110","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9e1c89527d64fabf12f7","2026-05-06T20:01:32.077000","2026-05-06T20:01:32.077000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fb9d5a2679bf86f9a757c9","Cachet talent — 720.00$ (853.49$ × 90.0%)","talent_payable","","72000","","72000","ANA-TALENT","","","4310","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9e1b329d800a11ae51d4","2026-05-06T20:01:31.884000","2026-05-06T20:01:31.884000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"balance_received","69fb9d5a2679bf86f9a757c9","Balance 80% — event ...a757c9 ""S2 Vendeur Tier B (10%) — payeur ≠ organisateur SellerTier"" — 853.49$ brut","stripe_balance","","85349","","0","ENC-BALANCE","","","5100","2026-05-06T20:01:31.503Z","pi_3TUBdAChRZW5v2uy1QstY4vM","85349","CAD","69f2706d181676bbd6e82a5e","debit","69fb9e1b17a74d981afa16e5","2026-05-06T20:01:31.654000","2026-05-06T20:01:31.654000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9d5a2679bf86f9a757c9","TVQ 9.975% sur commission — 2.00$","tvq_payable","","200","","200","ANA-TAXE","","","4420","2026-05-06T20:00:31.860Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9de1b82f088e676ca9e4","2026-05-06T20:00:33.144000","2026-05-06T20:00:33.145000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9d5a2679bf86f9a757c9","TPS 5% sur commission — 1.00$","tps_payable","","100","","100","ANA-TAXE","","","4410","2026-05-06T20:00:31.860Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9de036e4e746d3967a07","2026-05-06T20:00:32.815000","2026-05-06T20:00:32.815000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fb9d5a2679bf86f9a757c9","Commission MR HT — 20.00$ (10.00%)","commission_revenue","","2000","","2000","ANA-COMMISSION","","","7110","2026-05-06T20:00:31.860Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9de050db8eef893148e0","2026-05-06T20:00:32.507000","2026-05-06T20:00:32.507000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fb9d5a2679bf86f9a757c9","Cachet talent — 180.00$ (209.79$ × 90.0%)","talent_payable","","18000","","18000","ANA-TALENT","","","4310","2026-05-06T20:00:31.860Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","0","CAD","69f2706d181676bbd6e82a5e","credit","69fb9de0a883c82b3e1d3d49","2026-05-06T20:00:32.269000","2026-05-06T20:00:32.269000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fb9d5a2679bf86f9a757c9","Dépôt 20% — event ...a757c9 ""S2 Vendeur Tier B (10%) — payeur ≠ organisateur SellerTier"" — 209.79$ brut","stripe_clearing","","20979","","0","ENC-DEPOT","","","5200","2026-05-06T20:00:31.860Z","pi_3TUBc1ChRZW5v2uy0auf6Gq4","20979","CAD","69f2706d181676bbd6e82a5e","debit","69fb9de02e18fd2ce785d2bd","2026-05-06T20:00:32.030000","2026-05-06T20:00:32.030000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9bc0e203e66a26c73dcb","Frais Stripe dépôt — 1.86$ CAD [Cr stripe_balance]","stripe_balance","69fb9ce2267d9ad2258aaa06","186","","186","DEC-FRAIS","","","5100","2026-05-06T19:56:18.762Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","","credit","69fb9ce3aa612727d50a7cce","2026-05-06T19:56:19.122000","2026-05-06T19:56:19.122000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9bc0e203e66a26c73dcb","Frais Stripe dépôt — 1.86$ CAD [Dr stripe_fees_expense]","stripe_fees_expense","69fb9ce3aa612727d50a7cce","186","","0","DEC-FRAIS","","","6110","2026-05-06T19:56:18.762Z","pi_3TUBWbChRZW5v2uy1om6X8KU","186","CAD","","debit","69fb9ce2267d9ad2258aaa06","2026-05-06T19:56:18.955000","2026-05-06T19:56:19.375000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fb9bc0e203e66a26c73dcb","Escrow libéré — cachet talent — 42.20$ CAD [Cr stripe_balance]","stripe_balance","69fb9ce28dc10bb135611628","4220","","4220","INT-ESCROW","","","5100","2026-05-06T19:56:17.848Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","","credit","69fb9ce202ef1416f053dce6","2026-05-06T19:56:18.285000","2026-05-06T19:56:18.285000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fb9bc0e203e66a26c73dcb","Escrow libéré — cachet talent — 42.20$ CAD [Dr talent_payable]","talent_payable","69fb9ce202ef1416f053dce6","4220","","0","INT-ESCROW","","","4310","2026-05-06T19:56:17.848Z","pi_3TUBWbChRZW5v2uy1om6X8KU","4220","CAD","","debit","69fb9ce28dc10bb135611628","2026-05-06T19:56:18.034000","2026-05-06T19:56:18.526000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fb9bc0e203e66a26c73dcb","Dépôt capturé — event 69fb9bc0e203e66a26c73dcb — 42.20$ CAD [Cr stripe_clearing]","stripe_clearing","69fb9ce1ae00b8092684432d","4220","","4220","INT-CAPTURE","","","5200","2026-05-06T19:56:16.844Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","","credit","69fb9ce1b6b91a11183ef15e","2026-05-06T19:56:17.370000","2026-05-06T19:56:17.370000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fb9bc0e203e66a26c73dcb","Dépôt capturé — event 69fb9bc0e203e66a26c73dcb — 42.20$ CAD [Dr stripe_balance]","stripe_balance","69fb9ce1b6b91a11183ef15e","4220","","0","INT-CAPTURE","","","5100","2026-05-06T19:56:16.844Z","pi_3TUBWbChRZW5v2uy1om6X8KU","4220","CAD","","debit","69fb9ce1ae00b8092684432d","2026-05-06T19:56:17.083000","2026-05-06T19:56:17.577000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9bc0e203e66a26c73dcb","Frais Stripe prélevés par Stripe — 6.65$","stripe_balance","69fb9ccf7916fc8f5499188d","665","","665","DEC-FRAIS","","","5100","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","0","CAD","69f62cd5271164a83828fd92","credit","69fb9ccf4bd3b9864231b90e","2026-05-06T19:55:59.830000","2026-05-06T19:56:00.431000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fb9bc0e203e66a26c73dcb","Frais Stripe — 6.65$","stripe_fees_expense","69fb9ccf4bd3b9864231b90e","665","","0","DEC-FRAIS","","","6110","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","665","CAD","69f62cd5271164a83828fd92","debit","69fb9ccf7916fc8f5499188d","2026-05-06T19:55:59.565000","2026-05-06T19:56:00.044000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9bc0e203e66a26c73dcb","TVQ 9.975% sur commission — 1.82$","tvq_payable","","182","","182","ANA-TAXE","","","4420","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","0","CAD","69f62cd5271164a83828fd92","credit","69fb9ccfdf5a2db3896437f6","2026-05-06T19:55:59.323000","2026-05-06T19:55:59.323000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9bc0e203e66a26c73dcb","TPS 5% sur commission — 0.91$","tps_payable","","91","","91","ANA-TAXE","","","4410","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","0","CAD","69f62cd5271164a83828fd92","credit","69fb9ccfc57fc49cee75f430","2026-05-06T19:55:59.097000","2026-05-06T19:55:59.097000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fb9bc0e203e66a26c73dcb","Commission MR HT — 18.24$ (11.40%)","commission_revenue","","1824","","1824","ANA-COMMISSION","","","7110","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","0","CAD","69f62cd5271164a83828fd92","credit","69fb9cce47281223ed532413","2026-05-06T19:55:58.844000","2026-05-06T19:55:58.844000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fb9bc0e203e66a26c73dcb","Cachet talent — 141.76$ (171.68$ × 88.6%)","talent_payable","","14176","","14176","ANA-TALENT","","","4310","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","0","CAD","69f62cd5271164a83828fd92","credit","69fb9cceb315c3c9cf81ee68","2026-05-06T19:55:58.573000","2026-05-06T19:55:58.573000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"balance_received","69fb9bc0e203e66a26c73dcb","Balance 80% — event ...c73dcb ""S1 Organisateur = payeur, Tier A (12%)"" — 171.68$ brut","stripe_balance","","17168","","0","ENC-BALANCE","","","5100","2026-05-06T19:55:58.108Z","pi_3TUBXoChRZW5v2uy0EHKJ7DR","17168","CAD","69f62cd5271164a83828fd92","debit","69fb9ccef90d4d229aa5dcc1","2026-05-06T19:55:58.280000","2026-05-06T19:55:58.280000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9bc0e203e66a26c73dcb","TVQ 9.975% sur commission — 0.45$","tvq_payable","","45","","45","ANA-TAXE","","","4420","2026-05-06T19:54:49.636Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","69f62cd5271164a83828fd92","credit","69fb9c8c6d9f4d7d81facba4","2026-05-06T19:54:52.517000","2026-05-06T19:54:52.517000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb9bc0e203e66a26c73dcb","TPS 5% sur commission — 0.23$","tps_payable","","23","","23","ANA-TAXE","","","4410","2026-05-06T19:54:49.636Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","69f62cd5271164a83828fd92","credit","69fb9c8c6d7d3d689d9b4416","2026-05-06T19:54:52.127000","2026-05-06T19:54:52.127000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fb9bc0e203e66a26c73dcb","Commission MR HT — 4.56$ (11.40%)","commission_revenue","","456","","456","ANA-COMMISSION","","","7110","2026-05-06T19:54:49.636Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","69f62cd5271164a83828fd92","credit","69fb9c8bc9550889ec3e70cc","2026-05-06T19:54:51.492000","2026-05-06T19:54:51.492000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fb9bc0e203e66a26c73dcb","Cachet talent — 35.44$ (42.20$ × 88.6%)","talent_payable","","3544","","3544","ANA-TALENT","","","4310","2026-05-06T19:54:49.636Z","pi_3TUBWbChRZW5v2uy1om6X8KU","0","CAD","69f62cd5271164a83828fd92","credit","69fb9c8a536bf68475e5c70d","2026-05-06T19:54:50.775000","2026-05-06T19:54:50.775000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fb9bc0e203e66a26c73dcb","Dépôt 20% — event ...c73dcb ""S1 Organisateur = payeur, Tier A (12%)"" — 42.20$ brut","stripe_clearing","","4220","","0","ENC-DEPOT","","","5200","2026-05-06T19:54:49.636Z","pi_3TUBWbChRZW5v2uy1om6X8KU","4220","CAD","69f62cd5271164a83828fd92","debit","69fb9c8a0951102c25e35e38","2026-05-06T19:54:50.343000","2026-05-06T19:54:50.343000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb72f19a83df199bb7f9a1","TVQ 9.975% sur commission — 2.00$","tvq_payable","","200","","200","ANA-TAXE","","","4420","2026-05-06T16:58:46.497Z","pi_3TU8mJChRZW5v2uy16WaT4om","0","CAD","69f2739b8a9489588db01d2c","credit","69fb7347ffa1f0cec0b443c5","2026-05-06T16:58:47.746000","2026-05-06T16:58:47.746000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb72f19a83df199bb7f9a1","TPS 5% sur commission — 1.00$","tps_payable","","100","","100","ANA-TAXE","","","4410","2026-05-06T16:58:46.497Z","pi_3TU8mJChRZW5v2uy16WaT4om","0","CAD","69f2739b8a9489588db01d2c","credit","69fb73472b358e09844be70f","2026-05-06T16:58:47.499000","2026-05-06T16:58:47.499000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fb72f19a83df199bb7f9a1","Commission MR HT — 20.00$ (10.00%)","commission_revenue","","2000","","2000","ANA-COMMISSION","","","7110","2026-05-06T16:58:46.497Z","pi_3TU8mJChRZW5v2uy16WaT4om","0","CAD","69f2739b8a9489588db01d2c","credit","69fb7347fee5f696d0cc0944","2026-05-06T16:58:47.303000","2026-05-06T16:58:47.303000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fb72f19a83df199bb7f9a1","Cachet talent — 180.00$ (209.79$ × 90.0%)","talent_payable","","18000","","18000","ANA-TALENT","","","4310","2026-05-06T16:58:46.497Z","pi_3TU8mJChRZW5v2uy16WaT4om","0","CAD","69f2739b8a9489588db01d2c","credit","69fb7347375b6f4288281976","2026-05-06T16:58:47.081000","2026-05-06T16:58:47.081000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fb72f19a83df199bb7f9a1","Dépôt 20% — event ...b7f9a1 ""test Confirmstripepayment v33 - 3"" — 209.79$ brut","stripe_clearing","","20979","","0","ENC-DEPOT","","","5200","2026-05-06T16:58:46.497Z","pi_3TU8mJChRZW5v2uy16WaT4om","20979","CAD","69f2739b8a9489588db01d2c","debit","69fb7346307f63836cf05684","2026-05-06T16:58:46.796000","2026-05-06T16:58:46.796000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb70c13139d8a6f69ba690","TVQ 9.975% sur commission — 1.00$","tvq_payable","","100","","100","ANA-TAXE","","","4420","2026-05-06T16:50:03.516Z","pi_3TU8dpChRZW5v2uy1wGxUL2d","0","CAD","69f2739b8a9489588db01d2c","credit","69fb714147f6842156caa4f9","2026-05-06T16:50:09.443000","2026-05-06T16:50:09.443000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fb70c13139d8a6f69ba690","TPS 5% sur commission — 0.50$","tps_payable","","50","","50","ANA-TAXE","","","4410","2026-05-06T16:50:03.516Z","pi_3TU8dpChRZW5v2uy1wGxUL2d","0","CAD","69f2739b8a9489588db01d2c","credit","69fb71414f339057040a4d44","2026-05-06T16:50:09.171000","2026-05-06T16:50:09.171000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
