evaluatorWeightSnapshot,sessionStyleSystemIds,wouldRecommend,evaluatorStyleSystemIds,scoreWeighted,sessionType,fairnessResourcefulness,communication,sotsBreakdown,evaluatorRoleSystemId,evaluatorUserId,roleSystemId,targetId,sessionRoleSystemId,sessionCheckpointSystemId,sessionTags,funWork,targetType,sessionId,toxicityAvoidance,tags,attitudePositivity,sessionStyleSystemId,styleSystemIds,checkpointSystemId,scoreRaw,comment,id,created_date,updated_date,created_by_id,created_by,is_sample
"6.1851","[]","true","[""ST-000246"",""ST-000247""]","16.0813","event","4","2","","RL-000001","69f2706d181676bbd6e82a5e","RL-000008","69f62dd4479edabdf08b12ee","RL-000008","NC-0000000165","[""RL-000008"",""NC-0000000165""]","2","user","69f751813e778879b5ffa82b","2","[]","3","","[]","NC-0000000165","2.6","","69f75e89126f6f253202950c","2026-05-03T14:41:13.967000","2026-05-03T14:41:13.967000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[]","true","[""ST-000246"",""ST-000247""]","10.3338","event","5","5","","RL-ORGANIZER","69f62cd5271164a83828fd92","RL-000008","69f62dd4479edabdf08b12ee","RL-000008","NC-0000000165","[""RL-000008"",""NC-0000000165""]","4","user","69f751813e778879b5ffa82b","3","[]","5","","[]","NC-0000000165","4.4","","69f75e83eb2c2994cf3ff31f","2026-05-03T14:41:07.843000","2026-05-03T14:41:07.843000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[""ST-000246"",""ST-000247""]","true","[""ST-000246"",""ST-000247""]","10.3338","event","5","5","","RL-ORGANIZER","69f62cd5271164a83828fd92","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000165","[""RL-000001"",""ST-000246"",""ST-000247"",""NC-0000000165""]","4","user","69f751813e778879b5ffa82b","3","[]","5","ST-000246","[""ST-000246"",""ST-000247""]","NC-0000000165","4.4","","69f75e8363c3eefe5ba5c564","2026-05-03T14:41:07.614000","2026-05-03T14:41:07.614000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3026","[]","true","[]","9.6709","event","5","5","","RL-000002","69f62cd5271164a83828fd92","RL-ORGANIZER","69f2706d181676bbd6e82a5e","RL-ORGANIZER","NC-0000000165","[""RL-ORGANIZER"",""NC-0000000165""]","3","user","69f69254f392f7e661cef876","4","[]","4","","[]","NC-0000000165","4.2","","69f6aa098bfd1f19412db4e6","2026-05-03T01:51:05.991000","2026-05-03T01:51:05.991000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3026","[]","true","[]","9.6709","event","5","5","","RL-000002","69f62cd5271164a83828fd92","RL-000002","69f2739b8a9489588db01d2c","RL-000002","NC-0000000165","[""RL-000002"",""NC-0000000165""]","3","user","69f69254f392f7e661cef876","4","[]","4","","[]","NC-0000000165","4.2","","69f6aa09d48947c65f461a39","2026-05-03T01:51:05.764000","2026-05-03T01:51:05.764000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[]","true","[]","5.6366","event","4","2","","RL-AUDIENCE","69f62cd5271164a83828fd92","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-ORGANIZER","NC-0000000101","[""RL-ORGANIZER"",""NC-0000000101""]","2","user","69f62616b3fbeeabb8b1ba56","2","[]","2","","[]","NC-0000000101","2.4","","69f67b2a7bb1ef4946b5d0ad","2026-05-02T22:31:06.023000","2026-05-02T22:31:06.023000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[]","true","[]","5.6366","event","4","2","","RL-AUDIENCE","69f62cd5271164a83828fd92","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000101","[""RL-000001"",""NC-0000000101""]","2","user","69f62616b3fbeeabb8b1ba56","2","[]","2","","[]","NC-0000000101","2.4","","69f67b29726d219ebb482b17","2026-05-02T22:31:05.853000","2026-05-02T22:31:05.853000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"6.1851","[]","true","[]","21.0293","event","2","2","","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000101","[""RL-000001"",""NC-0000000101""]","5","user","69f62616b3fbeeabb8b1ba56","5","[]","3","","[]","NC-0000000101","3.4","","69f67b2456566062c7521031","2026-05-02T22:31:00.173000","2026-05-02T22:31:00.173000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"5.7833","[]","true","[]","21.9765","event","3","4","","RL-000001","69f2706d181676bbd6e82a5e","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-ORGANIZER","NC-0000000122","[""RL-ORGANIZER"",""NC-0000000122""]","3","user","69f628a7847b151a2e90e8ec","4","[]","5","","[]","NC-0000000122","3.8","","69f6785bf431e7bdb5a6fb77","2026-05-02T22:19:07.334000","2026-05-02T22:19:07.334000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[]","true","[]","8.455","event","5","3","","RL-AUDIENCE","69f62dd4479edabdf08b12ee","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-ORGANIZER","NC-0000000122","[""RL-ORGANIZER"",""NC-0000000122""]","1","user","69f628a7847b151a2e90e8ec","5","[]","4","","[]","NC-0000000122","3.6","","69f678576dbbc4aa5f6d60e0","2026-05-02T22:19:03.545000","2026-05-02T22:19:03.545000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3486","[]","true","[]","8.455","event","5","3","","RL-AUDIENCE","69f62dd4479edabdf08b12ee","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000122","[""RL-000001"",""NC-0000000122""]","1","user","69f628a7847b151a2e90e8ec","5","[]","4","","[]","NC-0000000122","3.6","","69f67857ec3c775824caa8a9","2026-05-02T22:19:03.406000","2026-05-02T22:19:03.406000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"5.7833","[]","true","[]","28.9165","event","5","5","","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000122","[""RL-000001"",""NC-0000000122""]","5","user","69f628a7847b151a2e90e8ec","5","[]","5","","[]","NC-0000000122","5","","69f678503edc4b50d5a7b118","2026-05-02T22:18:56.120000","2026-05-02T22:18:56.120000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"5.0106","[]","false","[]","5.0106","event","1","1","","RL-000003","69f2706d181676bbd6e82a5e","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-ORGANIZER","NC-0000000160","[""RL-ORGANIZER"",""NC-0000000160""]","1","user","69f634b0abd969a8173bc805","1","[]","1","","[]","NC-0000000160","1","","69f6363b270288ce7603a198","2026-05-02T17:36:59.688000","2026-05-02T17:36:59.688000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"5.0106","[]","true","[]","25.053","event","5","5","","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-000003","69f2706d181676bbd6e82a5e","RL-000003","NC-0000000160","[""RL-000003"",""NC-0000000160""]","5","user","69f634b0abd969a8173bc805","5","[]","5","","[]","NC-0000000160","5","","69f63637121e3edd544c4684","2026-05-02T17:36:55.413000","2026-05-02T17:36:55.413000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3947","[]","false","[]","2.3947","event","1","1","","RL-000001","69f2706d181676bbd6e82a5e","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-ORGANIZER","NC-0000000025","[""RL-ORGANIZER"",""NC-0000000025""]","1","user","69f62ccc71d655dd418527d6","1","[]","1","","[]","NC-0000000025","1","","69f62f590709d45093495c65","2026-05-02T17:07:37.537000","2026-05-02T17:07:37.537000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"2.3947","[]","true","[]","7.1841","event","3","3","","RL-ORGANIZER","69f218c618cc26dee7ae01ce","RL-000001","69f2706d181676bbd6e82a5e","RL-000001","NC-0000000025","[""RL-000001"",""NC-0000000025""]","3","user","69f62ccc71d655dd418527d6","3","[]","3","","[]","NC-0000000025","3","","69f62f545ce4a55b5932eaed","2026-05-02T17:07:32.732000","2026-05-02T17:07:32.732000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
